EmisCode;PROVINCE;Institution name;District;Alternative Institution name;Legal Status;Practical Status of the institution;Closure data;Sector;Institution Type;Institution Phase;LandOwnership;Ex-education Department;Circuit;Registration date;Street name and sumber;City/Town;Postal Code;SA POST OFFICE VILLAGE;P O BOX;Private bag;Post office;Postal Code;TelCode1;Telephone1;TelCode2;Telephone2;EMail;EmailAlt;LONGITUDE;LATITUDE;GIS SOURCE;GIS last updated date;District municipality;Local municipality;Urban or rural;PersalPayPoint;PersalComponent;ExamCentreNumber;ExamCentre;Manager title;Managers initials;Manager surname;Institution closure date;Institution closure reason;Demarcation form;Demarcation to;Previous EMIS number;Updated EMIS number;Functions;Quintile;No-fee school status;SNE specialisation;Specialisation
300100159;NC;BOITSHIRELETSO PRIMARY SCHOOL;JOHN TAOLO GAETSEWE;;Formally Opened;Operational;;Public;Ordinary School;Primary;Govt;;K5;;Kuruman;Kuruman;8460;PO BOX 395;PO BOX;Mothibistad;Kuruman;8474;072;1047872;072;1047872;boitshireletsopp@ncdoe.school.za;boitshireletsoprimaryschool@gmail.com;-27.37024;23.71442;;;;;;961377;961377;2100159;Boitshireletso Primary School;;;;;;;;;;;;;;
300023203;NC;COLESBERG PUBLIC PRIMARY SCHOOL;PIXLEY-KA-SEME;;Formally Opened;Operational;;Public;Ordinary School;Primary;Govt;;;;KUYASA TOWNSHIP;COLESBERG;9795;PO BOX 116;PO BOX;KUYASA TOWNSHIP;COLESBERG;9795;051;7530672;083;4956274;colesbergpps@ncdoe.gov.za;colesberg.prim@gmail.com;-30.71958;25.11354;;;;;;410090;970794;300023203;Colesberg Public Primary School;;;;;;;;;;;;;;
300043202;NC;ASSUMPTA (RK) PRIMÊRE SKOOL;ZF MGCAWU;;Formally Opened;Operational;;Public;Ordinary School;Primary;Church;;;;Augrabies;Augrabies;8874;PO BOX 67;PO BOX;Augrabies;Augrabies;8874;054;4510176;082;0754826;assumpta58@yahoo.com;assumpta58@yahoo.com;-28.671159;20.423643;;;;;;376981;970643;300043202;;;;;;;;;;;;;;;
300100042;NC;BADIHILE PRIMARY SCHOOL;JOHN TAOLO GAETSEWE;;Formally Opened;Operational;;Public;Ordinary School;Primary;Govt;;K7;;KURUMAN ;KURUMAN;8460;PO BOX 826;PO BOX;MOTHIBISTAD ;KURUMAN ;8474;082;8898747;082;8898747;badihileprimary@gmail.com;gumbukukie@gmail.com;-27.330664;23.438177;;;;;;961313;961313;300100042;Badihile Primary School ;;;;;;;;;;;;;;
300043402;NC;HOËRSKOOL GROBLERSHOOP;ZF MGCAWU;;Formally Opened;Operational;;Public;Ordinary School;Secondary;Govt;;S3;;;GROBLERSHOOP;8850;PO BOX 160;PO BOX;GROBLERSHOOP;GROBLERSHOOP;8850;054;8330152;084;2932011;groblershoop@gmail.com;charlestanga7@gmail.com;-28.89558;21.98816;;;;;;361570;361570;2043402;Groblershoop High School;;;;;;;;;;;;;;
300100081;NC;BAREKI PRIMARY SCHOOL;JOHN TAOLO GAETSEWE;;Formally Opened;Operational;;Public;Ordinary School;Primary;Govt Education;;K6;;GATA-LWA-TLOU;KURUMAN;8625;PO BOX 200;PO BOX;GATA-LWA-TLOU;KURUMAN;8625;072;9009889;072;3501094;barekiprima@gmail.com;barekiprima@gmail.com;-26.436467;23.097617;;;;;;961341;961341;2100081;BAREKI PRIMARY SCHOOL;;;;;;;;;;;;;;
300100403;NC;GAMOCHWAEDI PRIMARY SCHOOL;JOHN TAOLO GAETSEWE;;Formally Opened;Operational;;Public;Ordinary School;Primary;Govt;;K5;;KURUMAN;KURUMAN;8460;PO BOX 581;PO BOX;KURUMAN;KURUMAN;8460;079;3206010;076;8367593;olynbackz@gmail.com;gamochwaedips@gmail.com;-26.894584;23.509117;;;;;;962251;962251;300100403;GAMOCHWAEDI;;;;;;;;;;;;;;
300013202;NC;BARKLY WEST HIGHER PRIMARY SCHOOL;FRANCES BAARD;;Formally Opened;Operational;;Public;Ordinary School;Primary;Govt;;F3;;Rooirand Location;Barkly West;8375;PO BOX 6;PO BOX;Rooirand Location;Barkly West;8375;072;3425882;072;3425882;barklywesthps@ncdoe.school.za;barklywesthps@gmail.com;-28.53502;24.50072;;;;;;74366;970329;;;;;;;;;;;;;;;;
300033401;NC;HANTAM SEKONDERE SKOOL ;NAMAKWA;;Formally Opened;Operational;;Public;Ordinary School;Secondary;Govt;;Hantam;;Calvinia West;Calvinia;8190;PO BOX 169;PO BOX;Calvinia West;Calvinia;8190;027;3411295;079;2575579;hantamhigh@gmail.com;hantamhigh@gmail.com;-31.46416;19.759684;;;;;;343323;970967;2033401;Hantam High;;;;;;;;;;;;;;
300100363;NC; ETHEL PRIMARY SCHOOL;JOHN TAOLO GAETSEWE;;Formally Opened;Operational;;Public;Ordinary School;Primary;Govt;;K5;;KURUMAN;Mothibistad;8474;PRIVATE BAG X1532;PRIVATE BAG X;KURUMAN;Kuruman;8460;082;0573896;082;0573896;etthelps@ncdoe.school.za;ethelprimary2020@gmail.com;-26.56605;22.907683333;;;;;;961336;961336;2100363;Ethel Primary School;;;;;;;;;;;;;;
300042301;NC;BLAAUWSKOP (RC) INTERMEDIATE SCHOOL;ZF MGCAWU;;Formally Opened;Operational;;Public;Ordinary School;Intermediate;Church;;S2;;BLAAUWSKOP;KANONEILAND;8806;PO BOX 34;PO BOX;BLAAUWSKOP;KANONEILAND;8806;066;0923328;079;5175017;blaauwskopsi@gmail.com;mseptember27@gmail.com;-28.65146;21.1048;;;;;;376620;970656;;;;;;;;;;;;;;;;
300100095;NC;BATLHARO TLHAPING SECONDARY SCHOOL;JOHN TAOLO GAETSEWE;;Formally Opened;Operational;;Public;Ordinary School;Secondary;Govt;;;;MOTHIBISTAD;MOTHIBISTAD;8474;PRIVATE BAG X150;PRIVATE BAG X;MOTHIBISTAD;MOTHIBISTAD;8474;053;2850990;073;9175797;batlharotlhapingsecondary@gmail.com;onewngkg@gmail.com;-27.39454;23.49055;;;;;;961318;961318;2100095;Batlharo Tlhaping;;;;;;;;;;;;;;
300042201;NC;BLOEMSMOND PRIMÊRE SKOOL;ZF MGCAWU;;Formally Opened;Operational;;Public;Ordinary School;Primary;Trust Land;;S2;;BLOEMSMOND;KANONEILAND;8806;PO BOX 102;PO BOX;BLOEMSMOND;KANONEILAND;8806;071;9337781;076;7644593;belindavanneel@gmail.com;bloemsmondps@gmail.com;-28.63102;21.07938;;;;;;376191;970631;;;;;;;;;;;;;;;;
300100166;NC;BOJELAKGOMO PRIMARY SCHOOL;JOHN TAOLO GAETSEWE;;Formally Opened;Operational;;Public;Ordinary School;Primary;Govt Education;;;;KURUMAN;KURUMAN;8460;PRIVATE BAG X1514;PRIVATE BAG X;KURUMAN;KURUMAN;8460;066;5894560;076;9707951;bojelakgomoprimarys@gmail.com;dt.setlholoeng@gmail.com;-26.726559;23.164182;;;;;;962281;962281;2100166;Bojelakgomo Primary School;;;;;;;;;;;;;;
300015404;NC;PESCODIA HIGH  SCHOOL;FRANCES BAARD;;Formally Opened;Operational;;Public;Ordinary School;Secondary;Govt;;F3;;Pescodia;Kimberley;8301;ALBATROSS 53;ALBATROSS;Pescodia;Kimberley;8301;053;8731511;060;5199485;pescodiahigh53@gmail.com;hbphillies@gmail.com;-28.6674;24.72591;;;;;;225410;970376;2015404;Pescodia High School;;;;;;;;;;;;;;
300015406;NC;DR. E P LEKHELA HIGH SCHOOL;FRANCES BAARD;;Formally Opened;Operational;;Public;Ordinary School;Secondary;Govt;;F4;;Retswelele;Kimberley;8345;PO BOX 9084;PO BOX;Mankurwane;Kimberley;8345;;;;;;abigailmohapanele63@gmail.com;-28.7125;24.70883;;;;;;74374;6750;2015406;Dr E P Lekhela High School;;;;;;;;;;;;;;
300100208;NC;BOTHETHELETSA PRIMARY SCHOOL;JOHN TAOLO GAETSEWE;;Formally Opened;Operational;;Public;Ordinary School;Primary;Govt Education;;K2;;KURUMAN;KURUMAN;8460;PO BOX 488;PO BOX;MOTHIBISTAD;MOTHIBISTAD;8474;082;3665576;076;7034018;bothetheletsaps@ncdoe.school.za;bothetheletsaprimary@gmail.com;-27.417383;23.811;;;;;;962262;962262;2100208;Bothetheletsa Primary School;;;;;;;;;;;;;;
300100557;NC;BOTHITHONG SECONDARY SCHOOL;JOHN TAOLO GAETSEWE;;Formally Opened;Operational;;Public;Ordinary School;Secondary;Govt Other;;K5;;BOTHITHONG;KURUMAN;8582;PO BOX 58;PO BOX;MOTHIBISTAD;KURUMAN;8474;083;7499252;071;3284525;bothithongss@ncdoe.school.za;bothithongsec@gmail.com;-27.052072;23.819603;;;;;;961407;961407;2100557;BOTHITHONG HIGH SCHOOL;;;;;;;;;;;;;;
300100201;NC;BOSHENG INTERMEDIATE SCHOOL;JOHN TAOLO GAETSEWE;;Formally Opened;Operational;;Public;Ordinary School;Intermediate;Govt;;K6;;LOOPENG  VILLAGE;KURUMAN;8460;PRIVATE BAG X141;PRIVATE BAG X;MOTHIBISTAD;KURUMAN;8474;076;2333919;082;2367767;boshengis@gmail.com;boshengis@gmail.com;-26.78966;23.34712;;;;;;961278;961278;2100201;BOSHENG INTERMEDIATE SCHOOL;;;;;;;;;;;;;;
300031201;NC;BULLETRAP  LAERSKOOL;NAMAKWA;;Formally Opened;Operational;;Public;Ordinary School;Primary;Church;;;;BULLETRAP;BULLETRAP;8260;PO BOX 711;PO BOX;SPRINGBOK;SPRINGBOK;8240;072;5055965;072;9974246;bulletrapl@ncdoe.school.za;bulletrapps@gmail.com;-29.45816;17.76559;;;;;;346829;312010;;;;;;;;;;;;;;;;
300032201;NC;BUFFELSRIVIER VGK PRIMÊRE SKOOL;NAMAKWA;;Formally Opened;Operational;;Public;Ordinary School;Primary;Church;;2;;BUFFELSRIVIER;BUFFELSRIVIER;8251;PRIVATE BAG X50;PRIVATE BAG X;BUFFELSRIVIER;BUFFELSRIVIER;8251;071;2602734;066;4756641;admin@buffelsrivier.com;buffelsrivierl@ncdoe.school.za;-29.70581;17.6051;;;;;;346950;504839;;;;;;;;;;;;;;;;
300044201;NC; ASMANDIA PRIMARY SCHOOL;ZF MGCAWU;;Formally Opened;Operational;;Public;Ordinary School;Primary;Govt;;S5;;Postdene;POSTMASBURG;8420;PO BOX 816;PO BOX;Postdene;POSTMASBURG;8420;053;3131636;082;8254646;asmandiaps@gmail.com;gordon.nero2017@gmail.com;28.302646;23.08624;;;;;;4381070;970599;;Asmandia Primary School;;;;;;;;;;;;;;
300044401;NC;BLINKKLIP SEKONDÊRE SKOOL;ZF MGCAWU;;Formally Opened;Operational;;Public;Ordinary School;Secondary;Govt Education;;S5;;POSTDENE;POSTMASBURG;8420;PRIVATE BAG X3062;PRIVATE BAG X;POSTDENE;POSTMASBURG;8420;053;3131462;082;8208075;;principalblinkklip@gmail.com;-28.29535;23.0892;;;;;;381080;381080;2044401;Hoërskool Blinkklip;;;;;;;;;;;;;;
300100200;NC;BOSELE INTERMEDIATE SCHOOL;JOHN TAOLO GAETSEWE;;Formally Opened;Operational;;Public;Ordinary School;Intermediate;Govt;;K2;;;MOTHIBISTAD;8474;PRIVATE BAG X109;PRIVATE BAG X;MANYEDING VILLAGE;MOTHIBISTAD;8474;062;0052866;073;0671426;Boseleis6@gmail.com;Boseleis6@gmail.com;-27.490617;23.680267;;;;;;961269;961269;;Bosele Intermediate School;;;;;;;;;;;;;;
300042305;NC;KEIMOES (RK) INTERMEDIATE SCHOOL;ZF MGCAWU;;Formally Opened;Operational;;Public;Ordinary School;Intermediate;Church;;S2;;KEIMOES;KEIMOES;8860;PRIVATE BAG X9;PRIVATE BAG X;KEIMOES;KEIMOES;8860;054;4611308;082;7714323;keimoesrk@gmail.com;keimoesrk@gmail.com;-28.710470;20.988925;;;;;;376310;970658;;;;;;;;;;;;;;;;
300034201;NC;CAROLUSBERG LAERSKOOL;NAMAKWA;;Formally Opened;Operational;;Public;Ordinary School;Primary;Govt;;;;Carolusberg;Springbok;8240;PO BOX 290;PO BOX;Carolusberg ;Springbok;8240;027;7525848;027;7525848;carolusbergl@ncdoe.school.za;;-29.63228;17.95134;;;;;;340278;300034;;;;;;;;;;;;;;;;
300100230;NC;CARDINGTON PRIMARY SCHOOL;JOHN TAOLO GAETSEWE;;Formally Opened;Operational;;Public;Ordinary School;Primary;Govt Education;;K7;;KURUMAN;KURUMAN;8460;P O BOX 670;;KURUMAN;KURUMAN;8460;082;2805881;082;3444859;agimooketsi@gmail.com;cardingtonprimaryschool@gmail.com;-27.224266;23.512225;;;;;;961255;961255;2100230;CARDINGTON PRIMARY;;;;;;;;;;;;;;
300021204;NC;LAERSKOOL KAREEVILLE;PIXLEY-KA-SEME;;Formally Opened;Operational;;Public;Ordinary School;Primary;Govt Education;;P1;;Kareeville;De Aar;7000;PO BOX 706;PO BOX;Kareeville;De Aar;7000;053;6310638;079;8527935;dkarelse51@gmail.com;kareevilleps@ncdoe.school.za;-30.647508;24.033609;;;;;;400726;970747;300021204;LAERSKOOL KAREEVILLE;;;;;;;;;;;;;;
300042223;NC;CORNELIUS JANSEN PRIMÊRE SKOOL;ZF MGCAWU;;Formally Opened;Operational;;Public;Ordinary School;Primary;Private;;S3;;Upington;UPINGTON;8800;PO BOX 929;PO BOX;Upington;UPINGTON;8800;079;1880717;079;1880717;cjansenps@gmail.com;vanedenpiet1964@gmail.com;-28.419245;21,356431;;;;;;4376221;4034;;;;;;;;;;;;;;;;
300013201;NC;BARKLY WES PRIMÊRE SKOOL;FRANCES BAARD;;Formally Opened;Operational;;Public;Ordinary School;Primary;Govt;;F2;;De Beershoogte;Barkly West;8375;PO BOX 596;PO BOX;De Beershoogte;Barkly West;8375;053;5311144;072;5431401;barklywesps@ncdoe.school.za;barklywesprimer@yahoo.com;-28.52358;24.50931;;;;;;225120;970349;;Barkly West Primary;;;;;;;;;;;;;;
300100246;NC;COLSTON INTERMEDIATE SCHOOL     ;JOHN TAOLO GAETSEWE;;Formally Opened;Operational;;Public;Ordinary School;Intermediate;Govt Education;;K2;;MOTHIBISTAD;KURUMAN;8474;PO BOX 574;PO BOX;MOTHIBISTAD;KURUMAN;8474;076;3364541;076;3364541;colstonis@ncdoe.school.za;thandiwemorake@gmail.com;-27.261117;23.8436;;;;;;962257;962257;2100246;COLSTON INTERMEDIATE SCHOOL;;;;;;;;;;;;;;
300045301;NC;DANIËLSKUIL INTERMEDIATE SCHOOL;ZF MGCAWU;;Formally Opened;Operational;;Public;Ordinary School;Intermediate;Govt;;5;;TLHAKALATLOU;DANIELSKUIL;8405;PO BOX 57;PO BOX;DANIELSKUIL;DANIELSKUIL;8405;053;3841077;053;3841077;danielskuilintermediate@gmail.com;danielskuilintermediate@gmail.com;-28.19641;23.55568;;;;;;361180;970673;;;;;;;;;;;;;;;;
300014406;NC;DEGANIA HIGH SCHOOL;FRANCES BAARD;;Formally Opened;Operational;;Independent;Ordinary School;Secondary;Farm;;F1;;Magogong;Hartswater;8570;PO BOX 2578;PO BOX;Hartswater;Hartswater;8570;072;8298506;072;8298506;deganiapvthighschool@gmail.com;;-27,75572;24,80821;;;;;;;541890;2014406;DEGANIA HIGH SCHOOL;;;;;;;;;;;;;;
300045302;NC;DANIËLSKUIL COMBINED SCHOOL;ZF MGCAWU;;Formally Opened;Operational;;Public;Ordinary School;Combined;Govt Education;;S5;;Daniëlskuil;Daniëlskuil;8405;PO BOX 19;PO BOX;Danielskuil;DANIELSKUIL;8405;053;0040233;082;5086740;highschooldanielskuil@gmail.com;ncdevajee@gmail.com;-28.18057;23.54625;;;;;;361700;970672;2045302;Hoërskool Daniëlskuil;;;;;;;;;;;;;;
300044403;NC;POSTMASBURG HIGH SCHOOL;ZF MGCAWU;;Formally Opened;Operational;;Public;Ordinary School;Secondary;Govt;;Postmasburg;;Postmasburg;POSTMASBURG;8420;PO BOX 26;PO BOX;Postmasburg;POSTMASBURG;8420;053;3130646;082;7185375;skoolhoof@pmghs.co.za;kantoor@pmghs.co.za;-28.33792;23.06241;;;;;;0004/36165;970664;A2044403;Hoërskool Postmasburg High School;;;;;;;;;;;;;;
300043301;NC;BRANDBOOM INTERMEDIATE SCHOOL;ZF MGCAWU;;Formally Opened;Operational;;Public;Ordinary School;Intermediate;Govt;;S3;;BOEGOEBERG;BOEGOEBERG;8943;PO BOX 154;PO BOX;GROBLERSHOOP;GROBLERSHOOP;8850;054;8610035;076;3342064;brandboom90@gmail.com;brandboom90@gmail.com;-28.92698;22.12662;;;;;;370185;200174;;;;;;;;;;;;;;;;
300014303;NC;RIETVALE HIGH SCHOOL;FRANCES BAARD;;Formally Opened;Operational;;Public;Ordinary School;Secondary;Govt;;F2;;Rietvale;Ritchie;8701;PO BOX 110539;PO BOX;Hadison Park;Kimberley;8306;053;0501105;066;3424031;rietvalehigh@gmail.com;abolokano1@gmail.com;-29.03569;24.58589;;;;;;225440;300014;2014303;RIETVALE HIGH SCHOOL;;;;;;;;;;;;;;
300021304;NC;PETRUSVILLE LAERSKOOL;PIXLEY-KA-SEME;;Formally Opened;Operational;;Public;Ordinary School;Primary;Govt;;P1;;Uitsig;Petrusville;8770;PO BOX 101;PO BOX;Uitsig;Petrusville;8770;053;0505982;078;1791228;petrusvillle.laerskool@gmail.com;petrusville.laerskool@gmail.com;-30.080145;24,669537;;;;;;400645;970740;300021304;PETRUSVILLE LAERSKOOL;;;;;;;;;;;;;;
300031203;NC;DRYFSAND PRIMÊRE SKOOL;NAMAKWA;;Formally Opened;Operational;;Public;Ordinary School;Primary;Church;;N1;;DRYFSAND;ALEXANDERBAY;8290;PO BOX 420;PO BOX;DRYFSAND;ALEXANDERBAY;8290;062;1331097;082;5166122;dryfsandlaerskool1@gmail.com;mhklim1978@gmail.com;-28.41809;16.77561;;;;;;302030;971027;;;;;;;;;;;;;;;;
300043401;NC;CARLTON VAN HEERDEN SEKONDÊRE SKOOL;ZF MGCAWU;;Formally Opened;Operational;;Public;Ordinary School;Secondary;Govt;;S1;;RAINBOW;UPINGTON;8800;PO BOX 157;PO BOX;RAINBOW;UPINGTON;8800;054;0501214;078;5234425;angusjulie23@gmail.com;sylwal7210@gmail.com;-28.46135;21.2166;;;;;;373311;970547;2043401;Hoerskool Carlton-van Heerden;;;;;;;;;;;;;;
300044202;NC;ASSMANG PRIMÊRE SKOOL;ZF MGCAWU;;Formally Opened;Operational;;Public;Ordinary School;Primary;Govt;;S5;;NEWTOWN;POSTMASBURG;8420;PO BOX 1461;PO BOX;NEWTOWN;POSTMASBURG;8420;079;3297608;060;6147818;laerskool.assmang@gmail.com;gurshenoliphant@gmail.com;-28.318398;23.056948;;;;;;381140;970621;;Assmang;;;;;;;;;;;;;;
300033203;NC;DIEPDRIFT PRIMÊRE SKOOL;NAMAKWA;;Formally Opened;Operational;;Public;Ordinary School;Primary;Farm;;;;Calvinia;CALVINIA;8190;PO BOX 97;PO BOX;DIEPDRIFT;CALVINIA;8190;073;5094245;078;7343455;diepdriftprimary@hgmail.com;diepdriftl@ncdoe.school.za;-31.56538;20.2869;;;;;;346055;970982;;;;;;;;;;;;;;;;
300042218;NC;SWARTHMORE (DRC) PRIMARY SCHOOL;ZF MGCAWU;;Formally Opened;Operational;;Public;Ordinary School;Primary;Church;;S2;;LESEDING;UPINGTON;8800;PO BOX 363;PO BOX;UPINGTON;UPINGTON;8800;054;3313043;072;3425287;sharonvwyk306@gmail.com;isaacse894@gmail.com;-28.5151;21,20494;;;;;;376175;970563;;;;;;;;;;;;;;;;
300013211;NC;NEWTON PRIMÊRE SKOOL;FRANCES BAARD;;Formally Opened;Operational;;Public;Ordinary School;Primary;Govt;;F4;;New Park;Kimberley;8301;PO BOX 110231;PO BOX;Hadison Park;Kimberley;8306;053;8311705;053;8311705;admin@laerskoolnewton.co.za;finansies@laerskoolnewton.co.za;-28.747076;24.751014;;;;;;209236;209236;2013211;NEWTON PRIMARY SCHOOL;;;;;;;;;;;;;;
300100316;NC;DITSHIPENG INTERMEDIATE SCHOOL;JOHN TAOLO GAETSEWE;;Formally Opened;Operational;;Public;Ordinary School;Intermediate;Govt;;K2;;KURUMAN;MOTHIBISTAD;8474;PO BOX 358;PO BOX;KURUMAN;MOTHIBISTAD;8474;066;2588428;072;2914554;ditshipengis@gmail.com;ditshipengis@gmail.com;-26.962583;23.813683;;;;;;100316;100316;2100316;DITSHIPENG INTERMEDIATE;;;;;;;;;;;;;;
300012217;NC;TAUDIARORA PRIMARY SCHOOL;FRANCES BAARD;;Formally Opened;Operational;;Public;Ordinary School;Primary;Farm;;F7;;Proef Plaas;Jankempdorp;8550;PRIVATE BAG XX9;PRIVATE BAG X;Research Station;Jankempdorp;8550;053;2440853;073;8202558;tpmokwa850@gmail.com;taudiaroraps@gmail.com;-27.94514;24.83227;;;;;;75331;970317;2012217;TAUDIARORA PRIMARY SCHOOL;;;;;;;;;;;;;;
300041206;NC;KEIDEBEES INTERMEDIÊRE SKOOL;ZF MGCAWU;;Formally Opened;Operational;;Public;Ordinary School;Intermediate;Govt;;S1;;Progress;Upington;8801;PO BOX 350;PO BOX;Progress;Upington;8800;054;3391913;082;7599433;KeidebeesIS@gmail.com;petroderrick@gmail.com;-28.46007;21.21889;;;;;;004/370118;970579;300041206;Keidebees Intermediate School;;;;;;;;;;;;;;
300017201;NC;ER. MOCWALEDI INTERMEDIATE SCHOOL;FRANCES BAARD;;Formally Opened;Operational;;Public;Ordinary School;Intermediate;Govt;;F2;;Hartswater;Hartswater;8570;PO BOX 557;PO BOX;Hartswater;Hartswater;8570;081;4624788;063;1013296;ermocwalediis@ncdoe.school.za;gazamosala@gmail.com;-27.79099;24.71604;;;;;;225650;970446;300017201;ER. MOCWALEDI INTERMEDIATE SCHOOL;;;;;;;;;;;;;;
300041202;NC;FRANCISCUS INTERMEDIATE SCHOOL;ZF MGCAWU;;Formally Opened;Operational;;Public;Ordinary School;Intermediate;Govt;;S4;;;Upington;8801;PO BOX 214;PO BOX;UPINGTON;Upington;8801;054;3390555;078;7041888;franciscussi@telkomsa.net;jibaljacobs@yahoo.com;-28.46072;21.22896;;;;;;370045;970576;;;;;;;;;;;;;;;;
300100337;NC;DUTTON PRIMARY SCHOOL;JOHN TAOLO GAETSEWE;;Formally Opened;Operational;;Public;Ordinary School;Primary;Govt;;K8;;KURUMAN;KURUMAN;8460;PO BOX 1232;PO BOX;KURMAN;KURUMAN;8460;079;3898038;079;3898038;duttonps@ncdoe.school.za;syliviapoeletso06@gmail.com;-26.5331;22,98507;;;;;;24096385;240963;;DUTTON PRIMARY SCHOOL;;;;;;;;;;;;;;
300012401;NC;HOËRSKOOL  ADAMANTIA;FRANCES BAARD;;Formally Opened;Operational;;Public;Ordinary School;Secondary;Govt;;F5;;Newpark;Kimberley;8301;PO BOX 110595;PO BOX;Hadisonpark;Kimberley;8306;053;8333558;082;3368959;skoolhoof@addies.co.za;ontvangs@addies.co.za;-28.7474;24.759;;;;;;16217;111111;2012401;Adamantia;;;;;;;;;;;;;;
300015204;NC;ENDEAVOUR PRIMARY SCHOOL;FRANCES BAARD;;Formally Opened;Operational;;Public;Ordinary School;Primary;Govt;;F7;;Florianville;Kimberley;8301;DEODAR ROAD 01;DEODAR ROAD;Florianville;Kimberley;8301;053;8743492;084;4748898;endeavourprimary@ncdoe.school.za;endeavourps@gmail.com;-28.71818;24.76394;;;;;;225130;546483;2015204;ENDEAVOUR PRIMARY SCHOOL;;;;;;;;;;;;;;
300010706;NC;ELIZABETH CONRADIE SKOOL;FRANCES BAARD;;Formally Opened;Operational;;Public;Special Needs Education;Combined;Govt;;F6;;South Ridge;Kimberley;8301;PRIVATE BAG XX5061;PRIVATE BAG X;Kimberley;Kimberley;8300;053;8324354;084;4004794;elizabethconradiekby@gmail.com;friendsofelcon4@gmail.com;-28.7683                 ;24.7525                  ;;;;;;215600;215600;2010706;ELCON;;;;;;;;;;;;;;Comprehensive
300044204;NC;FINSCH (SSKV) PRIMARY SCHOOL;ZF MGCAWU;;Formally Opened;Operational;;Public;Ordinary School;Primary;Mine;;S5;;NORFIN VILLAGE;LIME ACRES;8410;PO BOX 775;PO BOX;NORFIN VILLAGE;LIME ACRES;8410;053;3850179;083;3039080;finsch.primary@gmail.com;;-28.37092;23.46847;;;;;;381150;970603;;;;;;;;;;;;;;;;
300032301;NC;DR IZAK VAN NIEKERK PRIMÊRE SKOOL;NAMAKWA;;Formally Opened;Operational;;Public;Ordinary School;Primary;Govt;;;;BERGSIG;SPRINGBOK;8240;PO BOX 348;PO BOX;BERGSIG;SPRINGBOK;8240;027;7121230;083;3593951;izakie1@lantic.net;namexams@gmail.com;-29.6491;17.87554;;;;;;340103;970953;2038811;BERGSIG ABET PALC;;;;;;;;;;;;;;
300017301;NC;EENDRAG (CVO) INTERMEDIÊRE SKOOL;FRANCES BAARD;;Formally Opened;Operational;;Independent;Ordinary School;Combined;Govt Other;;F6;;Jan Kempdorp;JAN KEMPDORP;8550;PO BOX 849;PO BOX;Jan Kempdorp;JAN KEMPDORP;8550;067;4000757;082;3783431;cvoeendrag01@gmail.com;;-27,9173;24,8538;;;;;;;;2017301;CVO EENDRAG;;;;;;;;;;;;;;
300031204;NC;ELIZABETH WIMMER PRIMÊRE SKOOL;NAMAKWA;;Formally Opened;Operational;;Public;Ordinary School;Primary;Church;;;;Lekkersing;Lekkersing;8283;PO BOX 8;PO BOX;Lekkersing;Lekkersing;8283;087;0950994;079;9188106;elizabeth.wimmer13@gmail.com;randycloete16@gmail.com;-29.00211;17.10155;;;;;;346780;543649;;;;;;;;;;;;;;;;
300011204;NC;ISAGO PRIMARY SCHOOL;FRANCES BAARD;;Formally Opened;Operational;;Public;Ordinary School;Primary;Govt;;F5;;Mankurwane;Kimberley;8345;PO BOX 8037;PO BOX;Galeshewe;Kimberley;8335;053;8711087;082;5610442;isago.ps@gmail.com;cliffordlouw@gmail.com;-28.7158;24.7247;;;;;;74441;970265;2011204;ISAGO PRIMARY SCHOOL;;;;;;;;;;;;;;
300017306;NC;BANKSDRIFT SECONDARY SCHOOL;FRANCES BAARD;;Formally Opened;Operational;;Public;Ordinary School;Secondary;Govt;;F4;;Hartswater;Hartswater;8570;PO BOX 845;PO BOX;Hartswater;Hartswater;8570;076;2686035;076;7976286;banksdrifths@ncdoe.school.a;banksdrifthigh@gmail.com;-27.71937;24.80923;;;;;;75306;970427;2017306;BANKSDRIFT HIGH SCHOOL;;;;;;;;;;;;;;
300013210;NC;MOSALAKAE PUBLIC PRIMARY SCHOOL;FRANCES BAARD;;Formally Opened;Operational;;Public;Ordinary School;Primary;Govt;;F3;;Mataleng Location;Barkly West;8375;PO BOX 270;PO BOX;Mataleng Location;Barkly West;8375;053;1100425;073;2812031;mosalakaepubschool2018@gmail.com;masalakaepubschool2018@gmail.com;-28.53502;24.50072;;;;;;74369;970337;2013210;MOSALAKAE PUBLIC PRIMARY SCHOOL;;;;;;;;;;;;;;
300016402;NC;TETLANYO SECONDARY SCHOOL;FRANCES BAARD;;Formally Opened;Operational;;Public;Ordinary School;Secondary;Govt;;F7;;Vergenoeg;Kimberley;8345;PO BOX 8106;PO BOX;Galeshewe;Kimberley;8335;053;8715393;067;0959354;tetlanyoss@ncdoe.school.za;olehileh@gmail.com;-28.71005;24.72528;;;;;;74447;980735;2016402;TETLANYO HIGH SCHOOL;;;;;;;;;;;;;;
300042401;NC;HOËRSKOOL ORANJEZICHT;ZF MGCAWU;;Formally Opened;Operational;;Public;Ordinary School;Secondary;Govt;;S2;;Akasiapark;KEIMOES;8860;PO BOX 188;PO BOX;Acacia Park;Keimoes;8860;054;4611304;083;2956256;oranjezichths@gmail.com;estellebeukes02@gmail.com;-28.69701;20.96101;;;;;;373338;970591;300042401;ORANJEZICHT HIGH SCHOOL;;;;;;;;;;;;;;
